FID,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,the_geom,FOTOGRAAF,FOTO_GROOT,BOUWJAAR
Molens.356,356,Geesina,Groenekan,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,26505,01148,https://zoeken.allemolens.nl/tenbruggencatenummer/01148,https://images.memorix.nl/rce/thumb/350x350/01160970-82f9-3275-64f8-979c6ccd1891.jpg,korenmolen,POINT (138140.00000026342 459850.99999847263),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/01160970-82f9-3275-64f8-979c6ccd1891.jpg,1843
Molens.357,357,De Krijgsman,Blokker / Oosterblokker,windmolen,korenmolen,8-kante stellingmolen,bestaand,14057,01149,https://zoeken.allemolens.nl/tenbruggencatenummer/01149,https://images.memorix.nl/rce/thumb/350x350/502ba9a5-62b9-2176-1e52-a773b1047ad0.jpg,korenmolen,POINT (135546.0000003103 520420.00000410125),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/502ba9a5-62b9-2176-1e52-a773b1047ad0.jpg,onbekend
Molens.358,358,De Westermolen,Nieuwe Niedorp,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,30387,01154,https://zoeken.allemolens.nl/tenbruggencatenummer/01154,https://images.memorix.nl/rce/thumb/350x350/32dc9d08-ff29-19d8-e46f-5f38766185ae.jpg,poldermolen,POINT (121579.00000008059 528772.9999979362),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/32dc9d08-ff29-19d8-e46f-5f38766185ae.jpg,1854
Molens.359,359,Molen van de Zuidpolder,Edam,windmolen,poldermolen,8-kante grondzeiler binnenkruier,bestaand,14400,01156,https://zoeken.allemolens.nl/tenbruggencatenummer/01156,https://images.memorix.nl/rce/thumb/350x350/f05cff34-ac7e-ccb8-99a2-84bce9488262.jpg,poldermolen,POINT (132636.00000007745 502621.999998171),Chris Booms (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f05cff34-ac7e-ccb8-99a2-84bce9488262.jpg,onbekend
Molens.360,360,Grote Molen,Zoeterwoude-Rijndijk,windmolen,poldermolen,wipmolen,bestaand,41062,01157,https://zoeken.allemolens.nl/tenbruggencatenummer/01157,https://images.memorix.nl/rce/thumb/350x350/954b4749-13ed-ca72-e68b-81c155ae08c9.jpg,poldermolen,POINT (95893.00000008626 460883.99999696924),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/954b4749-13ed-ca72-e68b-81c155ae08c9.jpg,onbekend
Molens.361,361,Westbroekmolen / Zuidbuurtse Molen,Zoeterwoude-Dorp,windmolen,poldermolen,8-kante grondzeiler,restant,41067,01158,https://zoeken.allemolens.nl/tenbruggencatenummer/01158,https://images.memorix.nl/rce/thumb/350x350/b3be5990-5294-3260-d6ab-d3ead23b40ac.jpg,poldermolen,POINT (94407.00000004316 458819.99999695725),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b3be5990-5294-3260-d6ab-d3ead23b40ac.jpg,1900
Molens.362,362,De Walvisch,Schiedam,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,33289,01171,https://zoeken.allemolens.nl/tenbruggencatenummer/01171,https://images.memorix.nl/rce/thumb/350x350/afbe9964-0cde-ac6c-ae08-ddddf50e975e.jpg,korenmolen,POINT (86783.99999991475 436812.99999914167),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/afbe9964-0cde-ac6c-ae08-ddddf50e975e.jpg,onbekend
Molens.363,363,De Drie Koornbloemen,Schiedam,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,33287,01172,https://zoeken.allemolens.nl/tenbruggencatenummer/01172,https://images.memorix.nl/rce/thumb/350x350/616cb109-db90-43f9-84c4-c58ec2fbd762.jpg,korenmolen,POINT (86577.00000026044 437040.0000015516),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/616cb109-db90-43f9-84c4-c58ec2fbd762.jpg,1770
Molens.364,364,De Vrijheid,Schiedam,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,33268,01173,https://zoeken.allemolens.nl/tenbruggencatenummer/01173,https://images.memorix.nl/rce/thumb/350x350/7f1e077c-a07d-dbfb-3832-b26584907bd2.jpg,korenmolen,POINT (86727.9999996073 437270.9999956317),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7f1e077c-a07d-dbfb-3832-b26584907bd2.jpg,1785
Molens.365,365,De Noord,Schiedam,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,33266,01174,https://zoeken.allemolens.nl/tenbruggencatenummer/01174,https://images.memorix.nl/rce/thumb/350x350/d1b108dd-c523-6fb2-3505-9cec5ef23278.jpg,korenmolen,POINT (86880.00000006087 437357.00000263297),Jos Stöver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d1b108dd-c523-6fb2-3505-9cec5ef23278.jpg,1803
Molens.366,366,Poldermolen Zuilichem,Zuilichem,windmolen,poldermolen,8-kante grondzeiler,bestaand,10083,01179,https://zoeken.allemolens.nl/tenbruggencatenummer/01179,https://images.memorix.nl/rce/thumb/350x350/e4125ec1-60c5-b034-55c1-00aee51104c2.jpg,poldermolen,POINT (136628.00000015422 423716.0000028161),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e4125ec1-60c5-b034-55c1-00aee51104c2.jpg,onbekend
Molens.367,367,De Hoop,Veen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,6823,01180,https://zoeken.allemolens.nl/tenbruggencatenummer/01180,https://images.memorix.nl/rce/thumb/350x350/97af895e-b4ff-682e-8907-ec22f77920d0.jpg,korenmolen,POINT (135487.9999999567 421554.0000018007),onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/97af895e-b4ff-682e-8907-ec22f77920d0.jpg,1838
Molens.368,368,De Twee Gebroeders,Wijk en Aalburg,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,6804,01181,https://zoeken.allemolens.nl/tenbruggencatenummer/01181,https://images.memorix.nl/rce/thumb/350x350/be8bcd54-793b-57b3-7bf9-2b28c2c53c93.jpg,korenmolen,POINT (137555.9999997843 418622.9999957401),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/be8bcd54-793b-57b3-7bf9-2b28c2c53c93.jpg,1872
Molens.369,369,Zuid-Hollandse Molen,Hank,windmolen,poldermolen,8-kante grondzeiler,bestaand,14220,01186,https://zoeken.allemolens.nl/tenbruggencatenummer/01186,https://images.memorix.nl/rce/thumb/350x350/ccbcffa6-8827-b0f4-3695-d80b23363a38.jpg,poldermolen,POINT (122466.9999997665 417684.9999962548),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ccbcffa6-8827-b0f4-3695-d80b23363a38.jpg,1791
Molens.370,370,Noordeveldse Molen,Dussen,windmolen,poldermolen,wipmolen,bestaand,14215,01187,https://zoeken.allemolens.nl/tenbruggencatenummer/01187,https://images.memorix.nl/rce/thumb/350x350/2c8efd47-8ff6-4c7a-36e3-702e4c79703c.jpg,poldermolen,POINT (125903.99999997036 418220.9999991562),P. van Galen (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2c8efd47-8ff6-4c7a-36e3-702e4c79703c.jpg,onbekend
Molens.371,371,Oude Doornse Molen,Almkerk,windmolen,poldermolen,8-kante grondzeiler,bestaand,39608,01197,https://zoeken.allemolens.nl/tenbruggencatenummer/01197,https://images.memorix.nl/rce/thumb/350x350/3df01e39-9f54-5e13-fe44-a02aef4bfb12.jpg,poldermolen,POINT (124795.9999998788 421231.999998533),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3df01e39-9f54-5e13-fe44-a02aef4bfb12.jpg,onbekend
Molens.372,372,Molen van de Vervoornepolder,Werkendam,windmolen,poldermolen,8-kante grondzeiler,bestaand,38669,01202,https://zoeken.allemolens.nl/tenbruggencatenummer/01202,https://images.memorix.nl/rce/thumb/350x350/90cc7a1c-09c3-31c2-24d9-5c63ae36ddb8.jpg,poldermolen,POINT (122533.9999999564 423735.9999998343),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/90cc7a1c-09c3-31c2-24d9-5c63ae36ddb8.jpg,onbekend
Molens.373,373,"t Landeke, Polder Johannisseland",Werkendam,windmolen,poldermolen,ronde stenen grondzeiler,restant,515773,01203,https://zoeken.allemolens.nl/tenbruggencatenummer/01203,https://images.memorix.nl/rce/thumb/350x350/d2df39bb-0632-1476-7c5f-60910838e23a.jpg,poldermolen,POINT (123541.99999979083 424121.9999951597),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d2df39bb-0632-1476-7c5f-60910838e23a.jpg,1902
Molens.374,374,Zandwijkse Molen,Uppel,windmolen,poldermolen,wipmolen,bestaand,39607,01204,https://zoeken.allemolens.nl/tenbruggencatenummer/01204,https://images.memorix.nl/rce/thumb/350x350/00110e1a-4ec0-0efb-f9ec-4017935345a8.jpg,poldermolen,POINT (124320.99999999852 423492.0000000581),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/00110e1a-4ec0-0efb-f9ec-4017935345a8.jpg,1699
Molens.375,375,De Haas,Asperen,windmolen,korenmolen,ronde stenen stellingmolen,restant,449608,01210,https://zoeken.allemolens.nl/tenbruggencatenummer/01210,https://images.memorix.nl/rce/thumb/350x350/451c9dfe-47cb-c072-be3f-10d1089246ee.jpg,korenmolen,POINT (136375.00000025172 432874.999995465),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/451c9dfe-47cb-c072-be3f-10d1089246ee.jpg,1868
Molens.376,376,Molen Ter Leede,Leerdam,windmolen,poldermolen,wipmolen,bestaand,24048,01212,https://zoeken.allemolens.nl/tenbruggencatenummer/01212,https://images.memorix.nl/rce/thumb/350x350/3056cc1b-6277-2ff8-083d-b13e95483dd0.jpg,poldermolen,POINT (134480.99999984278 433523.9999961162),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3056cc1b-6277-2ff8-083d-b13e95483dd0.jpg,onbekend
Molens.377,377,"Achtermolen, Achterste Terleedse Molen. Ondermolen van de polder Bruinsdel en Hoog Leerbroek",Leerdam,windmolen,poldermolen,wipmolen,restant,527582,01213,https://zoeken.allemolens.nl/tenbruggencatenummer/01213,https://images.memorix.nl/rce/thumb/350x350/4a5de5a9-1900-db9d-4fba-1add7055a103.jpg,poldermolen,POINT (134230.00000010405 434170.00000171503),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4a5de5a9-1900-db9d-4fba-1add7055a103.jpg,onbekend
Molens.378,378,De Drie Waaien,Afferden,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,14155,01215,https://zoeken.allemolens.nl/tenbruggencatenummer/01215,https://images.memorix.nl/rce/thumb/350x350/5163bcd3-3c8f-d680-7f5f-489ff27f7532.jpg,korenmolen,POINT (172778.00000012136 432926.0000051563),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5163bcd3-3c8f-d680-7f5f-489ff27f7532.jpg,1869
Molens.379,379,De Verrekijker,Bergharen,windmolen,korenmolen,ronde stenen beltmolen,bestaand,9303,01217,https://zoeken.allemolens.nl/tenbruggencatenummer/01217,https://images.memorix.nl/rce/thumb/350x350/2d28b399-4272-767d-0428-75a1fcb0c7f2.jpg,korenmolen,POINT (174816.9999997052 429690.99999678455),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2d28b399-4272-767d-0428-75a1fcb0c7f2.jpg,1904
Molens.380,380,Molen van Batenburg,Batenburg,windmolen,korenmolen,standerdmolen (gesloten),bestaand,8719,01218,https://zoeken.allemolens.nl/tenbruggencatenummer/01218,https://images.memorix.nl/rce/thumb/350x350/01e5c5eb-9f21-7acd-5734-4c4ea8049a3c.jpg,korenmolen,POINT (172332.99999978527 426260.99999906827),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/01e5c5eb-9f21-7acd-5734-4c4ea8049a3c.jpg,onbekend
Molens.381,381,Stella Polaris,Dieden,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,32387,01219,https://zoeken.allemolens.nl/tenbruggencatenummer/01219,https://images.memorix.nl/rce/thumb/350x350/c69e0417-5ae5-6952-845d-fc21c846bfa8.jpg,korenmolen,POINT (170662.99999978606 425687.00000532373),onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c69e0417-5ae5-6952-845d-fc21c846bfa8.jpg,onbekend
Molens.382,382,De Nijverheid (vh. De Raaf),Ravenstein,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,32362,01220,https://zoeken.allemolens.nl/tenbruggencatenummer/01220,https://images.memorix.nl/rce/thumb/350x350/2e6f63d1-d16f-4ffa-078c-69bcda8867dd.jpg,korenmolen,POINT (173126.0000002496 423137.0000026149),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2e6f63d1-d16f-4ffa-078c-69bcda8867dd.jpg,1857
Molens.383,383,Bergzicht,Gassel,windmolen,korenmolen,8-kante beltmolen,bestaand,8862,01225,https://zoeken.allemolens.nl/tenbruggencatenummer/01225,https://images.memorix.nl/rce/thumb/350x350/ad4c1593-f6d8-e666-b220-344787923168.jpg,korenmolen,POINT (181377.99999999846 417388.99999489577),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ad4c1593-f6d8-e666-b220-344787923168.jpg,1817
Molens.384,384,Joannusmolen,Heumen,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,22008,01228,https://zoeken.allemolens.nl/tenbruggencatenummer/01228,https://images.memorix.nl/rce/thumb/350x350/2cee8cb1-a816-8d6b-e88f-0c440d633170.jpg,korenmolen,POINT (184964.0000001273 420140.00000500726),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2cee8cb1-a816-8d6b-e88f-0c440d633170.jpg,1894
Molens.385,385,De Witte Watermolen (vh. Witte Molen),Arnhem,watermolen,korenmolen,watergedreven molen met bovenslagrad,bestaand,528861,01229,https://zoeken.allemolens.nl/tenbruggencatenummer/01229,https://images.memorix.nl/rce/thumb/350x350/d46b7357-9adc-4989-418a-634f7f74ae2e.jpg,korenmolen,POINT (190400.00000018347 444500.0000049895),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d46b7357-9adc-4989-418a-634f7f74ae2e.jpg,onbekend
Molens.386,386,Windmolen Wenum,Wenum,windmolen,korenmolen,8-kante grondzeiler,bestaand,8191,01231,https://zoeken.allemolens.nl/tenbruggencatenummer/01231,https://images.memorix.nl/rce/thumb/350x350/0b700be1-6a5a-eec3-9b21-1c288acb7e7b.jpg,korenmolen,POINT (194987.9999998586 474905.9999973858),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0b700be1-6a5a-eec3-9b21-1c288acb7e7b.jpg,1913
Molens.387,387,Daams' Molen,Vaassen,windmolen,korenmolen,8-kante stellingmolen,bestaand,geen  rijksmonument,01232,https://zoeken.allemolens.nl/tenbruggencatenummer/01232,https://images.memorix.nl/rce/thumb/350x350/186f7aa9-003e-696d-9d93-9422ede29bc1.jpg,korenmolen,POINT (194811.99999984255 477979.0000053679),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/186f7aa9-003e-696d-9d93-9422ede29bc1.jpg,1870
Molens.388,388,De Koe,Ermelo,windmolen,korenmolen,8-kante stellingmolen,bestaand,15366,01236,https://zoeken.allemolens.nl/tenbruggencatenummer/01236,https://images.memorix.nl/rce/thumb/350x350/6576376b-ccc5-b717-3176-95752bea0ac6.jpg,korenmolen,POINT (171491.00000012142 479265.0000003569),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6576376b-ccc5-b717-3176-95752bea0ac6.jpg,1872
Molens.389,389,De Maagd,Hulshorst,windmolen,korenmolen,8-kante stellingmolen,bestaand,30858,01239,https://zoeken.allemolens.nl/tenbruggencatenummer/01239,https://images.memorix.nl/rce/thumb/350x350/95e7953d-f8e5-288c-6c2c-5cbc4ab843a6.jpg,korenmolen,POINT (178684.00000025937 486030.00000332244),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/95e7953d-f8e5-288c-6c2c-5cbc4ab843a6.jpg,1894
Molens.390,390,De Duif,Nunspeet,windmolen,korenmolen,8-kante beltmolen,bestaand,30839,01241,https://zoeken.allemolens.nl/tenbruggencatenummer/01241,https://images.memorix.nl/rce/thumb/350x350/15a94845-aee2-3071-5378-f65bbb111026.jpg,korenmolen,POINT (181829.99999972185 489449.0000026764),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/15a94845-aee2-3071-5378-f65bbb111026.jpg,1886
Molens.391,391,De Tijd,Oostendorp-Elburg,windmolen,korenmolen,8-kante stellingmolen,bestaand,14945 en 14932,01244,https://zoeken.allemolens.nl/tenbruggencatenummer/01244,https://images.memorix.nl/rce/thumb/350x350/efa98377-af70-911b-24e0-a65028a2d52c.jpg,korenmolen,POINT (186855.99999978094 495132.99999786745),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/efa98377-af70-911b-24e0-a65028a2d52c.jpg,1854
Molens.392,392,De Hoop,Oldebroek,windmolen,korenmolen,8-kante stellingmolen,bestaand,31378,01245,https://zoeken.allemolens.nl/tenbruggencatenummer/01245,https://images.memorix.nl/rce/thumb/350x350/6f180c4f-b1b1-4330-bbac-4d77a10802be.jpg,korenmolen,POINT (191162.99999996708 496388.9999963351),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6f180c4f-b1b1-4330-bbac-4d77a10802be.jpg,1853
Molens.393,393,De Zwaluw,Hasselt,windmolen,korenmolen,8-kante stellingmolen,bestaand,20870,01256,https://zoeken.allemolens.nl/tenbruggencatenummer/01256,https://images.memorix.nl/rce/thumb/350x350/95f5dc72-f3e7-f7fc-ae64-c0711ba38275.jpg,korenmolen,POINT (203104.00000023484 511293.000001619),A.J. van der Wal (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/95f5dc72-f3e7-f7fc-ae64-c0711ba38275.jpg,1784
Molens.394,394,De Zwaluw,Hoogeveen,windmolen,korenmolen,8-kante stellingmolen,bestaand,22254,01262,https://zoeken.allemolens.nl/tenbruggencatenummer/01262,https://images.memorix.nl/rce/thumb/350x350/2cedde50-6ca9-94d2-54ca-af077e237a30.jpg,korenmolen,POINT (228994.9999998794 526999.9999972697),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2cedde50-6ca9-94d2-54ca-af077e237a30.jpg,1834
Molens.395,395,Landzicht (wacht op restauratie),Heerjansdam,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,21215,01264,https://zoeken.allemolens.nl/tenbruggencatenummer/01264,https://images.memorix.nl/rce/thumb/350x350/6e4e834d-828a-c85b-a18e-1bc9e80979ad.jpg,korenmolen,POINT (98712.00000025245 428415.0000022553),G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6e4e834d-828a-c85b-a18e-1bc9e80979ad.jpg,1868
Molens.396,396,Polder Schuddebeurs (herbouwplannen),Lage Zwaluwe,windmolen,houtzaagmolen,ronde stenen grondzeiler,restant,515615,01272,https://zoeken.allemolens.nl/tenbruggencatenummer/01272,https://images.memorix.nl/rce/thumb/350x350/44df53f5-3209-1076-ebe7-114ac346e248.jpg,zaagmolen,POINT (105953.00000009427 414056.99999590666),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/44df53f5-3209-1076-ebe7-114ac346e248.jpg,1794
Molens.397,397,Hoekse Molen,Zevenbergschen Hoek,windmolen,korenmolen,ronde stenen stellingmolen,restant,527650,01273,https://zoeken.allemolens.nl/tenbruggencatenummer/01273,https://images.memorix.nl/rce/thumb/350x350/d7412980-6304-9034-9c7b-a40e4488179f.jpg,korenmolen,POINT (105910.99999998427 409404.00000550074),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d7412980-6304-9034-9c7b-a40e4488179f.jpg,1873
Molens.398,398,De Twee Gebroeders,Roosendaal,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,32715,01276,https://zoeken.allemolens.nl/tenbruggencatenummer/01276,https://images.memorix.nl/rce/thumb/350x350/efe60d8c-3fd7-7648-bf18-0497cc86cbb5.jpg,korenmolen,POINT (89154.00000032171 393937.000003678),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/efe60d8c-3fd7-7648-bf18-0497cc86cbb5.jpg,1872
Molens.399,399,Molen van Aerden,Nispen,windmolen,korenmolen,ronde stenen beltmolen,bestaand,32716,01277,https://zoeken.allemolens.nl/tenbruggencatenummer/01277,https://images.memorix.nl/rce/thumb/350x350/d9cfb5d3-5493-d513-ef71-ee70482da230.jpg,korenmolen,POINT (90597.99999963472 388909.9999965798),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d9cfb5d3-5493-d513-ef71-ee70482da230.jpg,1850
Molens.400,400,Walmolen op bastion Generaliteit,Sas van Gent,windmolen,korenmolen,8-kante grondzeiler,restant,387338,01416,https://zoeken.allemolens.nl/tenbruggencatenummer/01416,https://images.memorix.nl/rce/thumb/350x350/9bd5863d-4e6c-b4b5-1b03-3e886ee2614b.jpg,korenmolen,POINT (43919.9999998335 360970.0000011823),K.G. Rouwenhorst (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9bd5863d-4e6c-b4b5-1b03-3e886ee2614b.jpg,1828
Molens.401,401,De Hoop,Wervershoof,windmolen,korenmolen,8-kante stellingmolen,bestaand,38672,01418,https://zoeken.allemolens.nl/tenbruggencatenummer/01418,https://images.memorix.nl/rce/thumb/350x350/13e5cdf9-18e1-f813-60f0-729e7aaf4333.jpg,korenmolen,POINT (139003.000000227 526424.0000038506),W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/13e5cdf9-18e1-f813-60f0-729e7aaf4333.jpg,onbekend
Molens.402,402,Ceres,Bovenkarspel/Broekerhaven,windmolen,korenmolen,8-kante stellingmolen,bestaand,34497,01420,https://zoeken.allemolens.nl/tenbruggencatenummer/01420,https://images.memorix.nl/rce/thumb/350x350/b067ccc0-9909-b154-63b5-8fec8ce1a3a9.jpg,korenmolen,POINT (145829.0000002582 523136.0000035281),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b067ccc0-9909-b154-63b5-8fec8ce1a3a9.jpg,onbekend
Molens.403,403,Achlumermolen,Achlum,windmolen,poldermolen,8-kante grondzeiler,bestaand,15821,01426,https://zoeken.allemolens.nl/tenbruggencatenummer/01426,https://images.memorix.nl/rce/thumb/350x350/c9033561-a6a5-993a-1f8f-6e84567caab7.jpg,poldermolen,POINT (162643.99999993047 574110.9999956683),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c9033561-a6a5-993a-1f8f-6e84567caab7.jpg,1851
Molens.404,404,De Pannekoekstermolen of Pankoekstermolen,Witmarsum,windmolen,poldermolen,8-kante grondzeiler,bestaand,39438,01429,https://zoeken.allemolens.nl/tenbruggencatenummer/01429,https://images.memorix.nl/rce/thumb/350x350/01956257-9737-7488-da5b-2cec66f0163b.jpg,poldermolen,POINT (163352.99999978105 568329.0000052338),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/01956257-9737-7488-da5b-2cec66f0163b.jpg,1900
Molens.405,405,De Onderneming,Witmarsum,windmolen,koren- pelmolen,8-kante stellingmolen,bestaand,39437,01431,https://zoeken.allemolens.nl/tenbruggencatenummer/01431,https://images.memorix.nl/rce/thumb/350x350/ad48adc6-2e4b-3259-2565-9ebcbcd94dc7.jpg,koren-/industriemolen,POINT (160467.00000005122 568044.0000048425),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ad48adc6-2e4b-3259-2565-9ebcbcd94dc7.jpg,1850
Molens.406,406,Lonjé of Tadema's Molen,Bolsward,windmolen,poldermolen,8-kante grondzeiler,bestaand,9861,01438,https://zoeken.allemolens.nl/tenbruggencatenummer/01438,https://images.memorix.nl/rce/thumb/350x350/c1df2743-11fe-fb98-53f2-641b509985d0.jpg,poldermolen,POINT (162592.99999988935 564176.9999965916),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c1df2743-11fe-fb98-53f2-641b509985d0.jpg,1824
Molens.407,407,De Babuurstermolen,Tjerkwerd,windmolen,poldermolen,8-kante grondzeiler,bestaand,39431,01439,https://zoeken.allemolens.nl/tenbruggencatenummer/01439,https://images.memorix.nl/rce/thumb/350x350/784b3175-df13-5d78-2337-c52f24eca804.jpg,poldermolen,POINT (162509.00000023222 562587.9999965854),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/784b3175-df13-5d78-2337-c52f24eca804.jpg,1882
Molens.408,408,De Deels- of Grevensmolen,Vegelinsoord,windmolen,poldermolen,8-kante grondzeiler,bestaand,20846,01447,https://zoeken.allemolens.nl/tenbruggencatenummer/01447,https://images.memorix.nl/rce/thumb/350x350/e1873c2b-ade3-74c8-a962-93a52922048c.jpg,poldermolen,POINT (186453.00000031022 559053.9999997683),Kris Roderburg (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e1873c2b-ade3-74c8-a962-93a52922048c.jpg,1860
Molens.409,409,Penninga's Molen,Joure,windmolen,korenmolen,8-kante stellingmolen,bestaand,20842,01449,https://zoeken.allemolens.nl/tenbruggencatenummer/01449,https://images.memorix.nl/rce/thumb/350x350/859156f5-d406-8028-0625-08b759a1c0f2.jpg,korenmolen,POINT (182547.00000007456 554060.9999978605),Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/859156f5-d406-8028-0625-08b759a1c0f2.jpg,1900
Molens.410,410,De Groene Molen,Joure,windmolen,poldermolen,spinnenkop met stelling,bestaand,18208,01451,https://zoeken.allemolens.nl/tenbruggencatenummer/01451,https://images.memorix.nl/rce/thumb/350x350/a8e078d1-8196-bdb0-e18c-add87be01b1a.jpg,poldermolen,POINT (181806.9999997422 554169.0000012751),Kris Roderburg (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a8e078d1-8196-bdb0-e18c-add87be01b1a.jpg,onbekend
Molens.411,411,De Sweachmermolen,Langweer,windmolen,water- korenmolen,8-kante stellingmolen,bestaand,13241,01452,https://zoeken.allemolens.nl/tenbruggencatenummer/01452,https://images.memorix.nl/rce/thumb/350x350/a0065481-9b3c-f580-65a8-d94d33dbc8e4.jpg,korenmolen,POINT (178175.00000009203 552639.9999958517),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a0065481-9b3c-f580-65a8-d94d33dbc8e4.jpg,1782
Molens.412,412,De Hersteller,Sintjohannesga,windmolen,poldermolen,8-kante grondzeiler,bestaand,359671,01454,https://zoeken.allemolens.nl/tenbruggencatenummer/01454,https://images.memorix.nl/rce/thumb/350x350/5e9a6ae4-286f-2060-2506-29464ccf415c.jpg,poldermolen,POINT (187084.99999984587 548727.9999977703),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5e9a6ae4-286f-2060-2506-29464ccf415c.jpg,1857
