FID,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,the_geom,FOTOGRAAF,FOTO_GROOT,BOUWJAAR
Molens.1454,1454,Molen Lammers,Empe,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00404 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00404 a,https://images.memorix.nl/rce/thumb/350x350/3456525d-da2b-69f5-9c9d-5b5f2ee344e2.jpg,korenmolen,POINT (206553.96171418804 463599.56684722484),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3456525d-da2b-69f5-9c9d-5b5f2ee344e2.jpg,1836
Molens.1455,1455,De Koe/ Fekkesmole/ Doltemolen,Workum/ Warkum,windmolen,zaagmolen,stellingmolen,restant,geen  rijksmonument,00414,https://zoeken.allemolens.nl/tenbruggencatenummer/00414,https://images.memorix.nl/rce/thumb/350x350/393b0220-3917-1c73-ef54-fbb559c0a02f.jpg,zaagmolen,POINT (159236.19015599298 554980.4309783875),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/393b0220-3917-1c73-ef54-fbb559c0a02f.jpg,1647
Molens.1456,1456,Molen van Van Anken,Lutjegast,windmolen,"roggemolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00428,https://zoeken.allemolens.nl/tenbruggencatenummer/00428,https://images.memorix.nl/rce/thumb/350x350/7a838015-b37d-8f63-ada4-1bcb263739cb.jpg,koren-/industriemolen,POINT (213449.65228762035 583632.7053777808),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7a838015-b37d-8f63-ada4-1bcb263739cb.jpg,1856
Molens.1457,1457,Molen Woldring,Noordwolde,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00466,https://zoeken.allemolens.nl/tenbruggencatenummer/00466,https://images.memorix.nl/rce/thumb/350x350/f4a8bba6-41fe-95b1-9d82-8e674e63adb0.jpg,koren-/industriemolen,POINT (235979.33969897876 588665.6545567868),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f4a8bba6-41fe-95b1-9d82-8e674e63adb0.jpg,1854
Molens.1458,1458,Molen van Wiersema/ Garage A.J. Stalman,Zuidwolde,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00467,https://zoeken.allemolens.nl/tenbruggencatenummer/00467,https://images.memorix.nl/rce/thumb/350x350/9870a549-fa3f-e92e-b3d8-5a9d87441401.jpg,koren-/industriemolen,POINT (235373.3658963604 586520.6368536175),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9870a549-fa3f-e92e-b3d8-5a9d87441401.jpg,1848
Molens.1459,1459,De Meeuw,Groningen,windmolen,"pelmolen, oliemolen",stellingmolen,restant,geen  rijksmonument,00468 d,https://zoeken.allemolens.nl/tenbruggencatenummer/00468 d,https://images.memorix.nl/rce/thumb/350x350/e12d5a1a-2a38-430a-c5d2-ac1e2a828b84.jpg,industriemolen,POINT (235312.41191426764 582391.5888723889),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e12d5a1a-2a38-430a-c5d2-ac1e2a828b84.jpg,1700
Molens.1460,1460,Bijo/ Molen van Tromp/ Molen van Luttikhold/ Molen van Koo,Warffum,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00495,https://zoeken.allemolens.nl/tenbruggencatenummer/00495,https://images.memorix.nl/rce/thumb/350x350/f956f5dc-fcc8-1060-0b84-b403c09717b8.jpg,koren-/industriemolen,POINT (232791.31659239423 601839.7927065652),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f956f5dc-fcc8-1060-0b84-b403c09717b8.jpg,1856
Molens.1461,1461,Molen Ridder,Sint-Annen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00522,https://zoeken.allemolens.nl/tenbruggencatenummer/00522,https://images.memorix.nl/rce/thumb/350x350/e556aca5-551b-cde9-90b7-671d9496944e.jpg,korenmolen,POINT (240172.29461172858 590818.6359877159),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e556aca5-551b-cde9-90b7-671d9496944e.jpg,1883
Molens.1462,1462,Molen Beeuwen,Midwolda,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00556,https://zoeken.allemolens.nl/tenbruggencatenummer/00556,https://images.memorix.nl/rce/thumb/350x350/059351ff-b20d-2703-489b-4a0e3ea6a07a.jpg,koren-/industriemolen,POINT (263275.25505657576 579928.3849660457),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/059351ff-b20d-2703-489b-4a0e3ea6a07a.jpg,1844
Molens.1463,1463,Molen Vissinga/ Molen van Stavoren,Oude Pekela,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00575,https://zoeken.allemolens.nl/tenbruggencatenummer/00575,https://images.memorix.nl/rce/thumb/350x350/454904ba-00ed-11c3-fb12-04ae9c436190.jpg,korenmolen,POINT (262007.27507341088 568345.401025289),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/454904ba-00ed-11c3-fb12-04ae9c436190.jpg,1831
Molens.1464,1464,Molen Mulder,Veendam,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00578,https://zoeken.allemolens.nl/tenbruggencatenummer/00578,https://images.memorix.nl/rce/thumb/350x350/cdbceb39-00ec-bdd4-e8bd-6d884745570e.jpg,korenmolen,POINT (255410.3353560358 571358.4499713497),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cdbceb39-00ec-bdd4-e8bd-6d884745570e.jpg,1898
Molens.1465,1465,(koren- en pelmolen),Musselkanaal,windmolen,"korenmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00581 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00581 a,https://images.memorix.nl/rce/thumb/350x350/0da03811-a20a-5d32-ef6d-37253a8f3d88.jpg,koren-/industriemolen,POINT (264599.2481734158 549880.4999507677),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0da03811-a20a-5d32-ef6d-37253a8f3d88.jpg,1854
Molens.1466,1466,Molen van Jan Meyer/ Kamping-Tammes/ Lange Jan,Vlagtwedde,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00586 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00586 b,https://images.memorix.nl/rce/thumb/350x350/4148c045-7e17-6a78-8eec-f0099046d30e.jpg,korenmolen,POINT (270577.16195856594 561271.3624370521),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4148c045-7e17-6a78-8eec-f0099046d30e.jpg,1856
Molens.1467,1467,Molen Swabedissen,Hellum,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00606,https://zoeken.allemolens.nl/tenbruggencatenummer/00606,https://images.memorix.nl/rce/thumb/350x350/eafa31e2-4c96-9e6e-2a53-a635d79d91e2.jpg,korenmolen,POINT (252636.29185117356 585071.5221473686),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/eafa31e2-4c96-9e6e-2a53-a635d79d91e2.jpg,1798
Molens.1468,1468,Windlust/ Molen v. Begeman,Siddeburen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00608,https://zoeken.allemolens.nl/tenbruggencatenummer/00608,https://images.memorix.nl/rce/thumb/350x350/600dc397-d895-1bd7-2599-526fce9a5565.jpg,korenmolen,POINT (254056.28508236803 585483.5061054161),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/600dc397-d895-1bd7-2599-526fce9a5565.jpg,1871
Molens.1469,1469,Aeolus,Termunten,windmolen,koren- pelmolen,8-kante stellingmolen,restant,geen  rijksmonument,00644,https://zoeken.allemolens.nl/tenbruggencatenummer/00644,https://images.memorix.nl/rce/thumb/350x350/6261b7a8-d027-75e1-4028-d7f51433ec57.jpg,koren-/industriemolen,POINT (265332.5480375857 591207.7359472518),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6261b7a8-d027-75e1-4028-d7f51433ec57.jpg,1890
Molens.1470,1470,Molen Bulder,Westerlee,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00650,https://zoeken.allemolens.nl/tenbruggencatenummer/00650,https://images.memorix.nl/rce/thumb/350x350/c1dcd304-e826-95b5-a44a-186bef458f40.jpg,korenmolen,POINT (262094.28632047196 574247.3824673957),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c1dcd304-e826-95b5-a44a-186bef458f40.jpg,1852
Molens.1471,1471,Molen van Leugs,Garmerwolde,windmolen,"korenmolen, pelmolen, tijdelijk ook zaagmolen",stellingmolen,restant,geen  rijksmonument,00664 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00664 a,https://images.memorix.nl/rce/thumb/350x350/58191058-c74d-02de-d61b-32cbe89ba0af.jpg,koren-/industriemolen,POINT (239709.3531146444 584866.5874946762),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/58191058-c74d-02de-d61b-32cbe89ba0af.jpg,1852
Molens.1472,1472,Molen Smid/ Molen Busch,Assen,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00687,https://zoeken.allemolens.nl/tenbruggencatenummer/00687,https://images.memorix.nl/rce/thumb/350x350/2d6d2182-8bd5-a98e-8287-26a8bcd76206.jpg,korenmolen,POINT (233811.52359369508 557630.520991115),Dennis Nijhuis (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2d6d2182-8bd5-a98e-8287-26a8bcd76206.jpg,1808
Molens.1473,1473,Veldhovense molen (2e)/ Teurlingsmolen,Tilburg,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00703,https://zoeken.allemolens.nl/tenbruggencatenummer/00703,https://images.memorix.nl/rce/thumb/350x350/f2ae65a2-67d6-0aa9-dc90-bb03f7392e8a.jpg,korenmolen,POINT (134798.89592140412 397626.58288677956),Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f2ae65a2-67d6-0aa9-dc90-bb03f7392e8a.jpg,1889
Molens.1474,1474,"Waardassackerpolder, Molen De Waard",Abcoude,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00762 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00762 b,https://images.memorix.nl/rce/thumb/350x350/bafae736-4054-8b49-7e49-d7545069d613.jpg,poldermolen,POINT (124813.81190924387 475367.34717531706),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/bafae736-4054-8b49-7e49-d7545069d613.jpg,1671
Molens.1475,1475,De Katuil/ De Welgelegen,Wognum,windmolen,korenmolen,grondzeiler,restant,geen  rijksmonument,00771,https://zoeken.allemolens.nl/tenbruggencatenummer/00771,https://images.memorix.nl/rce/thumb/350x350/def3d2e9-d3d4-5104-50f4-84014d0de804.jpg,korenmolen,POINT (127417.69802415727 521456.34800365404),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/def3d2e9-d3d4-5104-50f4-84014d0de804.jpg,1879
Molens.1476,1476,De Herder/ De Molen van Bram Verweij,Willeskop,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00819,https://zoeken.allemolens.nl/tenbruggencatenummer/00819,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6438,korenmolen,POINT (120575.83920038943 448202.39376759704),allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6438,1904
Molens.1477,1477,Polder Blommendaal/ Blommendaalse Molen/ Bloemendaalse molen,Noordeloos,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00832 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00832 a,https://images.memorix.nl/rce/thumb/350x350/628237a5-e198-cdf5-4d10-8afb417eff7b.jpg,poldermolen,POINT (124620.89278333596 434749.4677511697),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/628237a5-e198-cdf5-4d10-8afb417eff7b.jpg,1792
Molens.1478,1478,"Polder Herwijnen, Hooglandse Watermolen (2e)",Herwijnen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00842,https://zoeken.allemolens.nl/tenbruggencatenummer/00842,https://images.memorix.nl/rce/thumb/350x350/5ea0f8b2-35b8-908d-6152-99af19249e9e.jpg,poldermolen,POINT (134743.8411503677 427646.45975088445),Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5ea0f8b2-35b8-908d-6152-99af19249e9e.jpg,1878
Molens.1479,1479,"Monnikenmeer, Dijksbrug Watermolen",Broek in Waterland,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00849 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00849 a,https://images.memorix.nl/rce/thumb/350x350/93fd3b9c-22ee-c38b-b5df-953a40b771a2.jpg,poldermolen,POINT (130312.02817124278 495796.06077301595),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/93fd3b9c-22ee-c38b-b5df-953a40b771a2.jpg,1863
Molens.1480,1480,De Ceres/ Molen Peters,Loo,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00858,https://zoeken.allemolens.nl/tenbruggencatenummer/00858,https://images.memorix.nl/rce/thumb/350x350/860f0d37-49da-4a2a-12ef-9735df92d0b8.jpg,korenmolen,POINT (196340.13450802694 438090.6480975888),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/860f0d37-49da-4a2a-12ef-9735df92d0b8.jpg,1865
Molens.1481,1481,De Ooijse Kroon/Molen Maenen,Ooij,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00861,https://zoeken.allemolens.nl/tenbruggencatenummer/00861,https://images.memorix.nl/rce/thumb/350x350/95a0acdf-a415-1760-83c7-f437e618e6bd.jpg,korenmolen,POINT (201194.07058007343 437141.65798871225),Maarten de Graad (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/95a0acdf-a415-1760-83c7-f437e618e6bd.jpg,1878
Molens.1482,1482,Molen Baas,Zevenaar,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00863,https://zoeken.allemolens.nl/tenbruggencatenummer/00863,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45660,korenmolen,POINT (202211.05109955076 438746.64798893145),allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45660,1885
Molens.1483,1483,Molen van Berntsen/ Molen ten Benzel,Loerbeek,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00867 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00867 a,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45667,korenmolen,POINT (210931.92402780632 437167.62104959897),allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45667,1845
Molens.1484,1484,(beltmolen),Wehl,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00869,https://zoeken.allemolens.nl/tenbruggencatenummer/00869,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6828,korenmolen,POINT (212278.90823508555 441925.60344971786),allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=6828,1847
Molens.1485,1485,Reyrinksmolen,Silvolde,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00875,https://zoeken.allemolens.nl/tenbruggencatenummer/00875,https://images.memorix.nl/rce/thumb/350x350/1586729d-fd9e-88d5-70aa-eee27c3df300.jpg,korenmolen,POINT (222935.84092751466 436984.6559228155),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/1586729d-fd9e-88d5-70aa-eee27c3df300.jpg,1862
Molens.1486,1486,Ottink's molen,Stepelo,windmolen,korenmolen,beltmolen,restant,geen  rijksmonument,00887 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00887 a,https://images.memorix.nl/rce/thumb/350x350/ee00756e-a2f6-6c9b-74f9-7fb9e06bc1d3.jpg,korenmolen,POINT (246415.5395001516 467735.60567220894),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ee00756e-a2f6-6c9b-74f9-7fb9e06bc1d3.jpg,1857
Molens.1487,1487,De Hoop/ Molen Reudink,Lochem,windmolen,"korenmolen, oliemolen, runmolen, pelmolen",stellingmolen,restant,geen  rijksmonument,00890 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00890 b,https://images.memorix.nl/rce/thumb/350x350/987f9c79-6637-89d3-a9a4-c57dad63191a.jpg,koren-/industriemolen,POINT (225865.79077804892 464288.6162145632),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/987f9c79-6637-89d3-a9a4-c57dad63191a.jpg,1825
Molens.1488,1488,(watermolen),Ruurlo,watermolen,"korenmolen, oliemolen",watergedreven molen,restant,geen  rijksmonument,00892 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00892 a,https://images.memorix.nl/rce/thumb/350x350/4de06206-66fe-a586-00a1-0e4785e40cde.jpg,koren-/industriemolen,POINT (227455.7603424708 454992.641572894),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4de06206-66fe-a586-00a1-0e4785e40cde.jpg,1600
Molens.1489,1489,Waterradmolen te Vorden,Vorden,watermolen,korenmolen,watergedreven molen,restant,geen  rijksmonument,00892 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00892 b,https://images.memorix.nl/rce/thumb/350x350/d5e5337a-0825-af46-1a5f-b7731710e3e7.jpg,korenmolen,POINT (219221.84724552918 457343.61102293123),Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d5e5337a-0825-af46-1a5f-b7731710e3e7.jpg,1714
Molens.1490,1490,Molen Dommerholt,Epse,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00915,https://zoeken.allemolens.nl/tenbruggencatenummer/00915,https://images.memorix.nl/rce/thumb/350x350/a89b060a-0ddf-ae21-5bce-076f00553aa5.jpg,korenmolen,POINT (210153.92376284752 471199.5913455942),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a89b060a-0ddf-ae21-5bce-076f00553aa5.jpg,1838
Molens.1491,1491,Hennepermolen/ Hunneper molen (2e),Deventer,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00916,https://zoeken.allemolens.nl/tenbruggencatenummer/00916,https://images.memorix.nl/rce/thumb/350x350/8101206a-0c3a-bf9a-08ef-463e5b7fe1bd.jpg,korenmolen,POINT (209917.91922892287 473940.59090179787),Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/8101206a-0c3a-bf9a-08ef-463e5b7fe1bd.jpg,1889
Molens.1492,1492,"Polder Middelblok en Veerstalblok, deel Middelblok/ De Drie Gebroeders",Gouderak,windmolen,poldermolen,stellingmolen,restant,geen  rijksmonument,00918 d,https://zoeken.allemolens.nl/tenbruggencatenummer/00918 d,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45922,poldermolen,POINT (106601.062289775 444949.35177446075),allemolens.nl,https://collecties.allemolens.nl/HttpHandler/icoon.ico?icoonfromxmlbeschr=45922,1869
Molens.1493,1493,Polder Berkenwoude/ De Berkouse Molen/ Hoge Molen,Ouderkerk aan den IJssel,windmolen,poldermolen,stellingmolen,restant,geen  rijksmonument,00922 a,https://zoeken.allemolens.nl/tenbruggencatenummer/00922 a,https://images.memorix.nl/rce/thumb/350x350/3c38daf0-a8ac-6d99-dd09-b9e073102c48.jpg,poldermolen,POINT (104377.0641840916 440724.4012491063),Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3c38daf0-a8ac-6d99-dd09-b9e073102c48.jpg,1867
Molens.1494,1494,"Eendragtspolder, Nr. 1 , Noordelijke bovenste middelmolen",Zevenhuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00927,https://zoeken.allemolens.nl/tenbruggencatenummer/00927,https://images.memorix.nl/rce/thumb/350x350/4b75dbb1-8ec9-45a5-1f51-672221fc5d27.jpg,poldermolen,POINT (100682.11707707749 445046.34702561935),Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4b75dbb1-8ec9-45a5-1f51-672221fc5d27.jpg,1757
Molens.1495,1495,"Eendragtspolder, Nr. 2, Zuidelijke bovenste middelmolen",Zevenhuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00928,https://zoeken.allemolens.nl/tenbruggencatenummer/00928,https://images.memorix.nl/rce/thumb/350x350/c5fb93e0-1dd9-3869-ce34-9b9364a4f516.jpg,poldermolen,POINT (100728.11644314666 444938.34781021695),Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c5fb93e0-1dd9-3869-ce34-9b9364a4f516.jpg,1757
Molens.1496,1496,"Bleiswijkse Droogmakerij, No. 15/ B2 bovenmolen",Bleiswijk,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00932 c,https://zoeken.allemolens.nl/tenbruggencatenummer/00932 c,https://images.memorix.nl/rce/thumb/350x350/40fc8bea-98cf-210b-3be5-8167088b19ed.jpg,poldermolen,POINT (97561.14346156514 447799.33353426214),Paul Minkjan (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/40fc8bea-98cf-210b-3be5-8167088b19ed.jpg,1773
Molens.1497,1497,"Binnenwegsepolder, No. 5, bovenmolen",Bleiswijk,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00936 k,https://zoeken.allemolens.nl/tenbruggencatenummer/00936 k,https://images.memorix.nl/rce/thumb/350x350/d469cb97-3c04-1e4a-bc02-ca2741de7df0.jpg,poldermolen,POINT (96542.13789843593 451244.3308625245),Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d469cb97-3c04-1e4a-bc02-ca2741de7df0.jpg,1701
Molens.1498,1498,"Palensteinse polder, bovenmolen/ Elleboogsche molen",Zoetermeer,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00939,https://zoeken.allemolens.nl/tenbruggencatenummer/00939,https://images.memorix.nl/rce/thumb/350x350/32812df7-5f9b-9f48-c28a-703a6af1ede3.jpg,poldermolen,POINT (95140.1187043564 455900.3163662344),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/32812df7-5f9b-9f48-c28a-703a6af1ede3.jpg,1759
Molens.1499,1499,"Palensteinse polder, middenmolen",Zoetermeer,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00940,https://zoeken.allemolens.nl/tenbruggencatenummer/00940,https://images.memorix.nl/rce/thumb/350x350/93ab6158-55db-baf4-220c-ffb224a4261e.jpg,poldermolen,POINT (95351.11919829313 455579.31897759414),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/93ab6158-55db-baf4-220c-ffb224a4261e.jpg,1759
Molens.1500,1500,"Palensteinse polder, ondermolen",Zoetermeer,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00941,https://zoeken.allemolens.nl/tenbruggencatenummer/00941,https://images.memorix.nl/rce/thumb/350x350/43c52f36-baf8-fac2-1a5e-d2a98c8a0a42.jpg,poldermolen,POINT (95459.11981856533 455368.3204725487),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/43c52f36-baf8-fac2-1a5e-d2a98c8a0a42.jpg,1759
Molens.1501,1501,De Korenschoof,Aalsmeerderbrug,windmolen,korenmolen,stellingmolen,restant,geen  rijksmonument,00942,https://zoeken.allemolens.nl/tenbruggencatenummer/00942,https://images.memorix.nl/rce/thumb/350x350/e7a1b41b-c521-42c3-4931-f755a4c5cd0f.jpg,korenmolen,POINT (111605.889225602 476474.3146639415),Edwin Raap (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e7a1b41b-c521-42c3-4931-f755a4c5cd0f.jpg,1889
Molens.1502,1502,"Benthuizer Noord- en Zuidpolder, middelmolen/ Nr. 3",Benthuizen,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00954,https://zoeken.allemolens.nl/tenbruggencatenummer/00954,https://images.memorix.nl/rce/thumb/350x350/26079ae3-46d6-04be-a7da-fdd04fcd7909.jpg,poldermolen,POINT (97567.08892980544 457318.3250149412),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/26079ae3-46d6-04be-a7da-fdd04fcd7909.jpg,1760
Molens.1503,1503,"Drooggemaakte Gelderswoudsche Polder, Gelderswoudsche Molen/ bovenmolen",Gelderswoude,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00959,https://zoeken.allemolens.nl/tenbruggencatenummer/00959,https://images.memorix.nl/rce/thumb/350x350/ce17cd48-e548-d71b-d870-1ddb4cd83aba.jpg,poldermolen,POINT (95104.11468319978 456491.31334705144),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ce17cd48-e548-d71b-d870-1ddb4cd83aba.jpg,1628
Molens.1504,1504,"Meeslouwerpolder, Meerburgermolen",Stompwijk,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00964,https://zoeken.allemolens.nl/tenbruggencatenummer/00964,https://images.memorix.nl/rce/thumb/350x350/ad502423-e504-2413-9ccb-2ae154aece0e.jpg,poldermolen,POINT (91146.14226244684 457917.28035753977),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ad502423-e504-2413-9ccb-2ae154aece0e.jpg,1850
Molens.1505,1505,"Bovenkerkerpolder, De Parel",Nes aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00971 b,https://zoeken.allemolens.nl/tenbruggencatenummer/00971 b,https://images.memorix.nl/rce/thumb/350x350/c50c0552-8dd0-1a3f-254a-8b4380f9aed8.jpg,poldermolen,POINT (120286.80292231892 475584.33784341556),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c50c0552-8dd0-1a3f-254a-8b4380f9aed8.jpg,1766
Molens.1506,1506,"Bovenkerkerpolder, De Hoorn",Nes aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00971 c,https://zoeken.allemolens.nl/tenbruggencatenummer/00971 c,https://images.memorix.nl/rce/thumb/350x350/dc9ac9dc-4ed6-9eda-a703-3f753f869568.jpg,poldermolen,POINT (120167.80318003352 475771.33803299017),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/dc9ac9dc-4ed6-9eda-a703-3f753f869568.jpg,1860
Molens.1507,1507,"Bovenkerkerpolder, Cornelia Wilhelmina",Nes aan de Amstel,windmolen,poldermolen,grondzeiler,restant,geen  rijksmonument,00971 f,https://zoeken.allemolens.nl/tenbruggencatenummer/00971 f,https://images.memorix.nl/rce/thumb/350x350/cef62a39-620e-c75c-2923-5aa5d9bacd35.jpg,poldermolen,POINT (119835.80256688413 475560.336302564),Bert Booden (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/cef62a39-620e-c75c-2923-5aa5d9bacd35.jpg,1767
