OID_,gid,NAAM,PLAATS,CATEGORIE,FUNCTIE,TYPE,STAAT,RMONNUMMER,TBGCNUMMER,INFOLINK,THUMBNAIL,HFDFUNCTIE,FOTOGRAAF,FOTO_GROOT,BOUWJAAR,x,y
420,421,Gelkenes Molen,Groot-Ammers,windmolen,poldermolen,wipmolen,bestaand,18768,01489,https://zoeken.allemolens.nl/tenbruggencatenummer/01489,https://images.memorix.nl/rce/thumb/350x350/130c76cb-b2ae-39a0-16ca-10eb2685276b.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/130c76cb-b2ae-39a0-16ca-10eb2685276b.jpg,onbekend,116161,436817
421,422,De Liefde (vh. De Hoop),Streefkerk,windmolen,korenmolen,8-kante stellingmolen,bestaand,34937,01490,https://zoeken.allemolens.nl/tenbruggencatenummer/01490,https://images.memorix.nl/rce/thumb/350x350/a28ae6a5-8b1f-ff2a-96f0-6ab11f56f5e0.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a28ae6a5-8b1f-ff2a-96f0-6ab11f56f5e0.jpg,1893,111538,435845
422,423,Fundering Sluismolen,Streefkerk,windmolen,poldermolen,wipmolen,restant,34926,01491,https://zoeken.allemolens.nl/tenbruggencatenummer/01491,https://images.memorix.nl/rce/thumb/350x350/c7c51e29-2290-d9bf-afbb-fa8c102c9aa1.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c7c51e29-2290-d9bf-afbb-fa8c102c9aa1.jpg,1710,109893,434207
423,424,Kleine Tiendwegmolen,Streefkerk,windmolen,poldermolen,wipmolen,bestaand,34923,01493,https://zoeken.allemolens.nl/tenbruggencatenummer/01493,https://images.memorix.nl/rce/thumb/350x350/862cb4ca-3326-ee86-23d7-20ccbbf3f287.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/862cb4ca-3326-ee86-23d7-20ccbbf3f287.jpg,onbekend,110305,434365
424,425,Achtkante Molen,Streefkerk,windmolen,poldermolen,8-kante grondzeiler,bestaand,34924,01494,https://zoeken.allemolens.nl/tenbruggencatenummer/01494,https://images.memorix.nl/rce/thumb/350x350/da80cdc8-90b7-efe7-8661-f5b9e889286d.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/da80cdc8-90b7-efe7-8661-f5b9e889286d.jpg,onbekend,110131,434209
425,426,Oude Weteringmolen,Streefkerk,windmolen,poldermolen,wipmolen,bestaand,34925,01495,https://zoeken.allemolens.nl/tenbruggencatenummer/01495,https://images.memorix.nl/rce/thumb/350x350/0bc14adf-a938-2476-f9a0-76fa4ff6344a.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/0bc14adf-a938-2476-f9a0-76fa4ff6344a.jpg,onbekend,110162,433759
426,427,Broekmolen,Streefkerk,windmolen,poldermolen,wipmolen,bestaand,34922,01496,https://zoeken.allemolens.nl/tenbruggencatenummer/01496,https://images.memorix.nl/rce/thumb/350x350/ffd36c88-ad84-66f7-f170-f74b70ac26b7.jpg,poldermolen,Chris Booms (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ffd36c88-ad84-66f7-f170-f74b70ac26b7.jpg,1581,110667,432844
427,428,Korenmolen De Regt,Nieuw-Lekkerland,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,30537,01498,https://zoeken.allemolens.nl/tenbruggencatenummer/01498,https://images.memorix.nl/rce/thumb/350x350/fe4a9375-b67a-725b-765d-ab4d9b19a876.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/fe4a9375-b67a-725b-765d-ab4d9b19a876.jpg,onbekend,104942,433502
428,429,De Kortlandse molen,Alblasserdam,windmolen,poldermolen,ronde stenen grondzeiler,bestaand,7095,01499,https://zoeken.allemolens.nl/tenbruggencatenummer/01499,https://images.memorix.nl/rce/thumb/350x350/e5a2a519-9915-eeb4-dfa1-309421203a49.jpg,poldermolen,Bert van As (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e5a2a519-9915-eeb4-dfa1-309421203a49.jpg,1890,105854,431831
429,430,Overwaard Molen No. 1,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30551,01501,https://zoeken.allemolens.nl/tenbruggencatenummer/01501,https://images.memorix.nl/rce/thumb/350x350/e13cc02d-6f12-3279-5e98-7c0915e72153.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/e13cc02d-6f12-3279-5e98-7c0915e72153.jpg,1740,103729,433117
430,431,Overwaard Molen No. 3,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30553,01503,https://zoeken.allemolens.nl/tenbruggencatenummer/01503,https://images.memorix.nl/rce/thumb/350x350/6e4c31dd-5fc0-0bc6-1445-23d3e3356c90.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6e4c31dd-5fc0-0bc6-1445-23d3e3356c90.jpg,1740,103943,432715
431,432,Overwaard Molen No. 4 (Contramolen),Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30554,01504,https://zoeken.allemolens.nl/tenbruggencatenummer/01504,https://images.memorix.nl/rce/thumb/350x350/85104bf0-4b37-392b-eed6-54a857ca1c78.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/85104bf0-4b37-392b-eed6-54a857ca1c78.jpg,1740,104023,432594
432,433,Overwaard Molen No. 5,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30555,01505,https://zoeken.allemolens.nl/tenbruggencatenummer/01505,https://images.memorix.nl/rce/thumb/350x350/52b0e369-40d0-8b8b-de73-379d1589ff25.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/52b0e369-40d0-8b8b-de73-379d1589ff25.jpg,1740,104183,432547
433,434,Overwaard Molen No. 6,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30556,01506,https://zoeken.allemolens.nl/tenbruggencatenummer/01506,https://images.memorix.nl/rce/thumb/350x350/a2b7ee12-7451-7aa0-9f21-acfdc76b0a6f.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/a2b7ee12-7451-7aa0-9f21-acfdc76b0a6f.jpg,1740,104351,432494
434,435,Overwaard Molen No. 7,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30557,01507,https://zoeken.allemolens.nl/tenbruggencatenummer/01507,https://images.memorix.nl/rce/thumb/350x350/70d1688a-3fa9-1000-befc-ab87c16e03d3.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/70d1688a-3fa9-1000-befc-ab87c16e03d3.jpg,1740,104512,432436
435,436,Overwaard Molen No. 8,Kinderdijk,windmolen,poldermolen,8-kante grondzeiler,bestaand,30558,01508,https://zoeken.allemolens.nl/tenbruggencatenummer/01508,https://images.memorix.nl/rce/thumb/350x350/ea9bd599-7616-6115-90e4-4f231f9372a8.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ea9bd599-7616-6115-90e4-4f231f9372a8.jpg,1740,104671,432377
436,437,De Hoge Molen,Kinderdijk / Nieuw-Lekkerland,windmolen,poldermolen,8-kante grondzeiler,bestaand,30538,01509,https://zoeken.allemolens.nl/tenbruggencatenummer/01509,https://images.memorix.nl/rce/thumb/350x350/4158868c-3d46-0d06-78b8-cc356fae9eb7.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4158868c-3d46-0d06-78b8-cc356fae9eb7.jpg,1740,104185,433298
437,438,Kleine of  Lage  Molen,Kinderdijk / Nieuw-Lekkerland,windmolen,poldermolen,8-kante grondzeiler,bestaand,30539,01510,https://zoeken.allemolens.nl/tenbruggencatenummer/01510,https://images.memorix.nl/rce/thumb/350x350/b27207c3-db3c-1864-fa7b-ab6602722d9f.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b27207c3-db3c-1864-fa7b-ab6602722d9f.jpg,1761,104382,433070
438,439,Kyck Over Den Dyck,Dordrecht,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,13606,01516,https://zoeken.allemolens.nl/tenbruggencatenummer/01516,https://images.memorix.nl/rce/thumb/350x350/73986ed3-f56a-c012-3d6d-4a8dc3910e73.jpg,korenmolen,Arjan de Zeeuw (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/73986ed3-f56a-c012-3d6d-4a8dc3910e73.jpg,1713,106160,425463
439,440,'t Vliegend Hert,'s-Gravendeel,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,17406,01519,https://zoeken.allemolens.nl/tenbruggencatenummer/01519,https://images.memorix.nl/rce/thumb/350x350/14d17031-366e-bb8f-d3b8-e58d980e5d6a.jpg,korenmolen,Daria Scagliola (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/14d17031-366e-bb8f-d3b8-e58d980e5d6a.jpg,1858,101806,421836
440,441,De Korenaar,Ridderkerk,windmolen,korenmolen,ronde stenen stellingmolen,restant,geen  rijksmonument,01521,https://zoeken.allemolens.nl/tenbruggencatenummer/01521,https://images.memorix.nl/rce/thumb/350x350/3743c933-6143-5cb8-3d72-a294101fb7e2.jpg,korenmolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3743c933-6143-5cb8-3d72-a294101fb7e2.jpg,1843,101004,431897
441,442,d ' Heesterboom,Leiden,windmolen,houtzaagmolen,8-kante stellingmolen,bestaand,25653,01522,https://zoeken.allemolens.nl/tenbruggencatenummer/01522,https://images.memorix.nl/rce/thumb/350x350/285287c7-13e6-95c1-878d-39ee9f210ac1.jpg,zaagmolen,Jos Stlver (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/285287c7-13e6-95c1-878d-39ee9f210ac1.jpg,1804,92408,463577
442,443,De Korenaer of Molen Prins Maurits,Loosduinen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,17890,01525,https://zoeken.allemolens.nl/tenbruggencatenummer/01525,https://images.memorix.nl/rce/thumb/350x350/75baeed9-ba86-d3b9-dcf1-75362387b4fa.jpg,korenmolen,G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/75baeed9-ba86-d3b9-dcf1-75362387b4fa.jpg,1721,76059,451940
443,444,De Vier Winden,Monster,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,30043,01527,https://zoeken.allemolens.nl/tenbruggencatenummer/01527,https://images.memorix.nl/rce/thumb/350x350/7e90a592-be14-8fb1-d463-a8734b732beb.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7e90a592-be14-8fb1-d463-a8734b732beb.jpg,1882,72042,449790
444,445,De Hoop,Rozenburg,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,364793,01532,https://zoeken.allemolens.nl/tenbruggencatenummer/01532,https://images.memorix.nl/rce/thumb/350x350/ba58d31d-67d7-84b9-bcbd-5be00f4aa7b5.jpg,korenmolen,Jos Stover (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/ba58d31d-67d7-84b9-bcbd-5be00f4aa7b5.jpg,1887,76691,435705
445,446,De Hoop,Maassluis,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,26629,01533,https://zoeken.allemolens.nl/tenbruggencatenummer/01533,https://images.memorix.nl/rce/thumb/350x350/3517a3cd-eeab-c704-6fec-82accf0fcff0.jpg,korenmolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/3517a3cd-eeab-c704-6fec-82accf0fcff0.jpg,1690,77233,437311
446,447,Wippersmolen,Maassluis,windmolen,poldermolen,ronde stenen grondzeiler,bestaand,26626,01534,https://zoeken.allemolens.nl/tenbruggencatenummer/01534,https://images.memorix.nl/rce/thumb/350x350/b404ce33-66b5-926c-712a-fc707d6068f4.jpg,poldermolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/b404ce33-66b5-926c-712a-fc707d6068f4.jpg,1726,77849,437973
447,448,Dijkmolen,Maasland,windmolen,poldermolen,8-kante grondzeiler,bestaand,26592,01536,https://zoeken.allemolens.nl/tenbruggencatenummer/01536,https://images.memorix.nl/rce/thumb/350x350/712fff37-f9d8-8530-56c5-548f9d16aeae.jpg,poldermolen,G.J. Dukker (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/712fff37-f9d8-8530-56c5-548f9d16aeae.jpg,1718,78435,439932
448,449,De Drie Lelies,Maasland,windmolen,korenmolen,ronde stenen grondzeiler,bestaand,518175,01537,https://zoeken.allemolens.nl/tenbruggencatenummer/01537,https://images.memorix.nl/rce/thumb/350x350/d8c12ea7-2f7b-2b31-c403-c9a2e487e6a7.jpg,korenmolen,Bert van As (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d8c12ea7-2f7b-2b31-c403-c9a2e487e6a7.jpg,1767,78492,440077
449,450,Nieuwe of Kleine Molen (molenrestant),Maasland,windmolen,poldermolen,8-kante grondzeiler,restant,geen  rijksmonument,01538,https://zoeken.allemolens.nl/tenbruggencatenummer/01538,https://images.memorix.nl/rce/thumb/350x350/84b261d6-5215-69bf-0d16-c85770ec7d84.jpg,poldermolen,Lex Broere (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/84b261d6-5215-69bf-0d16-c85770ec7d84.jpg,1832,79000,441385
450,451,Molen van de Oude Lierpolder (vh. Blakermolen),De Lier,windmolen,poldermolen,ronde stenen grondzeiler,restant,527574,01539,https://zoeken.allemolens.nl/tenbruggencatenummer/01539,https://images.memorix.nl/rce/thumb/350x350/2cb38c39-cbe1-fc5d-e006-313a1df37001.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2cb38c39-cbe1-fc5d-e006-313a1df37001.jpg,1717,78158,444204
451,452,Groeneveldse Molen,Schipluiden,windmolen,poldermolen,ronde stenen grondzeiler,bestaand,33387,01540,https://zoeken.allemolens.nl/tenbruggencatenummer/01540,https://images.memorix.nl/rce/thumb/350x350/f078f28c-4ec2-1e09-6c9f-1ce559802cbf.jpg,poldermolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f078f28c-4ec2-1e09-6c9f-1ce559802cbf.jpg,1719,79215,445462
452,453,Windlust,Wateringen,windmolen,korenmolen,ronde stenen stellingmolen,bestaand,38408,01544,https://zoeken.allemolens.nl/tenbruggencatenummer/01544,https://images.memorix.nl/rce/thumb/350x350/2b6efa79-d5fa-27ef-a43b-a0dbaaab7a78.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2b6efa79-d5fa-27ef-a43b-a0dbaaab7a78.jpg,onbekend,78471,448863
453,454,Korenmolen Waardenburg,Waardenburg,windmolen,korenmolen,6-kante grondzeiler,bestaand,30381,01545,https://zoeken.allemolens.nl/tenbruggencatenummer/01545,https://images.memorix.nl/rce/thumb/350x350/7013c784-5374-7353-30ae-d45e01da7d58.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7013c784-5374-7353-30ae-d45e01da7d58.jpg,onbekend,146543,426923
454,455,De Pelikaan,Maaskantje,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33638,01546,https://zoeken.allemolens.nl/tenbruggencatenummer/01546,https://images.memorix.nl/rce/thumb/350x350/c2151f8a-ff56-1abe-ac56-c5e84e3346eb.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c2151f8a-ff56-1abe-ac56-c5e84e3346eb.jpg,1864,153879,407769
455,456,De Genenberg,Sint-Michielsgestel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33626,01548,https://zoeken.allemolens.nl/tenbruggencatenummer/01548,https://images.memorix.nl/rce/thumb/350x350/132df150-919d-170f-8c6d-6d0c3f7a0797.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/132df150-919d-170f-8c6d-6d0c3f7a0797.jpg,1841,152942,404960
456,457,Catharina,Schijndel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33564,01550,https://zoeken.allemolens.nl/tenbruggencatenummer/01550,https://images.memorix.nl/rce/thumb/350x350/4a0d991f-190b-6e7b-9772-522c5f3a3a1b.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4a0d991f-190b-6e7b-9772-522c5f3a3a1b.jpg,1837,158039,403642
457,458,De Pegstukken,Schijndel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,33574,01553,https://zoeken.allemolens.nl/tenbruggencatenummer/01553,https://images.memorix.nl/rce/thumb/350x350/9cba8336-8847-e0ac-ba56-6872d0387d54.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/9cba8336-8847-e0ac-ba56-6872d0387d54.jpg,1845,159008,402948
458,459,St. Antonius Molen,Eerde,windmolen,korenmolen,ronde stenen beltmolen,bestaand,527232,01555,https://zoeken.allemolens.nl/tenbruggencatenummer/01555,https://images.memorix.nl/rce/thumb/350x350/f66371f8-8888-152e-76e1-1362402afd25.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f66371f8-8888-152e-76e1-1362402afd25.jpg,1883,162242,401880
459,460,Koeveringse Molen (mogelijk herbouw),Sint-Oedenrode,windmolen,korenmolen,standerdmolen (gesloten),bestaand,geen  rijksmonument,01556,https://zoeken.allemolens.nl/tenbruggencatenummer/01556,https://images.memorix.nl/rce/thumb/350x350/91a09678-d1c8-64d2-b9c1-6fbb9586f4b5.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/91a09678-d1c8-64d2-b9c1-6fbb9586f4b5.jpg,onbekend,162297,399778
460,461,Molen Van de Bergh,Sint-Oedenrode,windmolen,korenmolen,ronde stenen stellingmolen,restant,527511,01558,https://zoeken.allemolens.nl/tenbruggencatenummer/01558,https://images.memorix.nl/rce/thumb/350x350/d1c626ab-d437-cc7a-d415-bb7aba69908d.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/d1c626ab-d437-cc7a-d415-bb7aba69908d.jpg,1856,159350,396756
461,462,Vogelenzang/Bettmolen,Lieshout,windmolen,korenmolen,ronde stenen beltmolen,bestaand,25889,01561,https://zoeken.allemolens.nl/tenbruggencatenummer/01561,https://images.memorix.nl/rce/thumb/350x350/dd55d248-81f7-0b50-fa43-e2355a26d6fd.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/dd55d248-81f7-0b50-fa43-e2355a26d6fd.jpg,1819,168937,392897
462,463,De Leest,Lieshout,windmolen,korenmolen,ronde stenen beltmolen,bestaand,25888,01562,https://zoeken.allemolens.nl/tenbruggencatenummer/01562,https://images.memorix.nl/rce/thumb/350x350/5d13ab36-05dc-08ab-3300-243ec2436562.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/5d13ab36-05dc-08ab-3300-243ec2436562.jpg,1900,169197,391842
463,464,Elderse Molen of De Ellenaar,Mierlo,windmolen,korenmolen,ronde stenen beltmolen,restant,523426,01570,https://zoeken.allemolens.nl/tenbruggencatenummer/01570,https://images.memorix.nl/rce/thumb/350x350/34721a33-1436-c1cb-ce75-296a1deac402.jpg,korenmolen,Frans Kabel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/34721a33-1436-c1cb-ce75-296a1deac402.jpg,1851,171125,384270
464,465,Standerdmolen Mierlo,Mierlo,windmolen,korenmolen,standerdmolen (half gesloten),bestaand,29928,01571,https://zoeken.allemolens.nl/tenbruggencatenummer/01571,https://images.memorix.nl/rce/thumb/350x350/4d585305-6b4c-4447-4721-aec5aa1b06b6.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/4d585305-6b4c-4447-4721-aec5aa1b06b6.jpg,onbekend,171092,383897
465,466,De Oostenwind,Asten,windmolen,korenmolen,standerdmolen (gesloten),bestaand,8441,01574,https://zoeken.allemolens.nl/tenbruggencatenummer/01574,https://images.memorix.nl/rce/thumb/350x350/c0bfaf3a-9fcd-09e2-057e-40af31726f1f.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c0bfaf3a-9fcd-09e2-057e-40af31726f1f.jpg,onbekend,179620,379978
466,467,De Victor,Someren,windmolen,korenmolen,ronde stenen beltmolen,bestaand,34113,01578,https://zoeken.allemolens.nl/tenbruggencatenummer/01578,https://images.memorix.nl/rce/thumb/350x350/01d7a02d-2754-5d6b-6d14-28bfe36a7c6a.jpg,korenmolen,Nico Naaktgeboren (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/01d7a02d-2754-5d6b-6d14-28bfe36a7c6a.jpg,1853,177949,376842
467,468,De Volksvriend,Liessel,windmolen,korenmolen,ronde stenen beltmolen,bestaand,12375,01583,https://zoeken.allemolens.nl/tenbruggencatenummer/01583,https://images.memorix.nl/rce/thumb/350x350/618b641d-4820-4f54-6c42-a62ce7a3d377.jpg,korenmolen,Sergn Technau (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/618b641d-4820-4f54-6c42-a62ce7a3d377.jpg,1903,185437,380349
468,469,Johanna-Elisabeth,Vlierden,windmolen,korenmolen,ronde stenen beltmolen,bestaand,12377,01585,https://zoeken.allemolens.nl/tenbruggencatenummer/01585,https://images.memorix.nl/rce/thumb/350x350/889a7dbd-9861-8b3a-52ea-0cfe9ae031e0.jpg,korenmolen,W.A. Korpershoek (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/889a7dbd-9861-8b3a-52ea-0cfe9ae031e0.jpg,1844,181014,383420
469,470,Maria Antoinette,Deurne/Zeilberg,windmolen,korenmolen,8-kante beltmolen,bestaand,12380,01587,https://zoeken.allemolens.nl/tenbruggencatenummer/01587,https://images.memorix.nl/rce/thumb/350x350/6e895a76-8796-af28-bca2-105fdbad893d.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/6e895a76-8796-af28-bca2-105fdbad893d.jpg,1893,184538,385562
470,471,Holten's Molen,Deurne,windmolen,koren- oliemolen,ronde stenen beltmolen,bestaand,12373,01588,https://zoeken.allemolens.nl/tenbruggencatenummer/01588,https://images.memorix.nl/rce/thumb/350x350/7d380611-4b32-3b83-cef4-78002b54de35.jpg,koren-/industriemolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7d380611-4b32-3b83-cef4-78002b54de35.jpg,1890,183902,386280
471,472,Sint Willebrordus of Willibrordus,Bakel,windmolen,korenmolen,standerdmolen (gesloten),bestaand,8594,01590,https://zoeken.allemolens.nl/tenbruggencatenummer/01590,https://images.memorix.nl/rce/thumb/350x350/03cd1d05-abfb-824e-0647-a8ce55790277.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/03cd1d05-abfb-824e-0647-a8ce55790277.jpg,onbekend,179201,390578
472,473,Laurentia,Milheeze,windmolen,korenmolen,8-kante beltmolen,bestaand,8595,01591,https://zoeken.allemolens.nl/tenbruggencatenummer/01591,https://images.memorix.nl/rce/thumb/350x350/12f1c1a5-5ef8-ca68-1258-ee35e8c7ed09.jpg,korenmolen,Frank Terpstra (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/12f1c1a5-5ef8-ca68-1258-ee35e8c7ed09.jpg,1893,181192,390394
473,474,De Volksvriend,Gemert,windmolen,korenmolen,ronde stenen beltmolen,restant,16055,01593,https://zoeken.allemolens.nl/tenbruggencatenummer/01593,https://images.memorix.nl/rce/thumb/350x350/c07733ad-6711-cd5c-a177-8c107c4a52df.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/c07733ad-6711-cd5c-a177-8c107c4a52df.jpg,1887,176015,395345
474,475,De Bijenkorf,Gemert,windmolen,korenmolen,8-kante stellingmolen,bestaand,16057,01596,https://zoeken.allemolens.nl/tenbruggencatenummer/01596,https://images.memorix.nl/rce/thumb/350x350/2733be84-9e00-7384-5f67-aab6ffb45483.jpg,korenmolen,L.M. Tangel (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2733be84-9e00-7384-5f67-aab6ffb45483.jpg,onbekend,175283,397186
475,476,Kilsdonkse Molen,Beugt/Heeswijk-Dinther,watervluchtmolen,korenmolen,ronde stenen stellingmolen,bestaand,514732,01603,https://zoeken.allemolens.nl/tenbruggencatenummer/01603,https://images.memorix.nl/rce/thumb/350x350/2a0d7e2d-3820-dbb5-ec12-6659e33a49aa.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/2a0d7e2d-3820-dbb5-ec12-6659e33a49aa.jpg,1842,163100,405350
476,477,Hernense Molen,Hernen,windmolen,korenmolen,ronde stenen beltmolen,bestaand,9322,01611,https://zoeken.allemolens.nl/tenbruggencatenummer/01611,https://images.memorix.nl/rce/thumb/350x350/16403fa8-fce9-15fe-21cc-b5d0004332bb.jpg,korenmolen,onbekend (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/16403fa8-fce9-15fe-21cc-b5d0004332bb.jpg,1745,176128,426674
477,478,De Oude Molen,Wijchen,windmolen,korenmolen,ronde stenen beltmolen,bestaand,39628,01612,https://zoeken.allemolens.nl/tenbruggencatenummer/01612,https://images.memorix.nl/rce/thumb/350x350/065b26c7-4c8a-1ebc-3a65-aa00e0b594ec.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/065b26c7-4c8a-1ebc-3a65-aa00e0b594ec.jpg,1799,178621,424652
478,479,Jan van Cuijk,Cuijk,windmolen,korenmolen,ronde stenen beltmolen,bestaand,11621,01617,https://zoeken.allemolens.nl/tenbruggencatenummer/01617,https://images.memorix.nl/rce/thumb/350x350/f576ab53-3f8b-a707-5f7b-e649b083dbf7.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/f576ab53-3f8b-a707-5f7b-e649b083dbf7.jpg,1860,189723,414783
479,480,"Molen van Milsbeek (naamloos, molenromp)",Milsbeek,windmolen,poldermolen,ronde stenen grondzeiler,restant,geen  rijksmonument,01619,https://zoeken.allemolens.nl/tenbruggencatenummer/01619,https://images.memorix.nl/rce/thumb/350x350/7e899ce2-2ad0-2e39-8c29-861fc8de8d0e.jpg,poldermolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/7e899ce2-2ad0-2e39-8c29-861fc8de8d0e.jpg,1910,193519,414912
480,481,De Reus,Gennep,windmolen,korenmolen,ronde stenen beltmolen,bestaand,16087,01620,https://zoeken.allemolens.nl/tenbruggencatenummer/01620,https://images.memorix.nl/rce/thumb/350x350/202b7b3d-9206-4866-a608-6997a6490923.jpg,korenmolen,Otto Brinkkemper (beeldbank RCE),https://images.memorix.nl/rce/thumb/fullsize/202b7b3d-9206-4866-a608-6997a6490923.jpg,1847,195617,413174
